anno,trimestre,id_empresa,empresa,ingresos,entry_id
2013,1,815000973,BUGATEL S.A. ESP,"521198751,4",97
2013,1,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,10560797787,98
2013,1,817001193,CAUCATEL S.A E. S. P,"280214015,78",99
2013,1,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"92511379,17",100
2013,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,49425102257,101
2013,1,830140108,TELMEX TELECOMUNICACIONES S.A. ESP,100571479818,102
2013,1,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,"530638110,3",103
2013,1,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,149414141,104
2013,1,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,14180499348,105
2013,1,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,26364921695,106
2013,1,890905065,EDATEL S.A.,9263931405,107
2013,1,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,"752559153,2",108
2013,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,162726020045,109
2013,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,146039183733,110
2013,1,900245890,GRUPO TELINTEL S. A. EMPRESA DE SERVICIOS PÚBLICOS - GRUPO TELINTEL S. A.  E. S. P.,"6306374,66",111
2013,1,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,"403615554,4",112
2013,2,800135729,ERT SA ESP,"921214994,9",113
2013,2,800204278,METROPOLITANA DE TELECOMUNICACIONES S.A. E.S.P. (SE FUSIONA CON METROTEL S.A.),11640825908,114
2013,2,800208518,EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P. - TELEJAMUNDI S.A. E.S.P.,89679399,115
2013,2,800224288,UNITEL S.A ESP,1035827616,116
2013,2,805030753,IPSOFACTUM S.A.S.,1703331,117
2013,2,808000875,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A.  E.S.P.,468582851,118
2013,2,815000070,TELEPALMIRA S.A. ESP,1547673092,119
2013,2,815000973,BUGATEL S.A. ESP,503796564,120
2013,2,817001193,CAUCATEL S.A E. S. P,278919114,121
2013,2,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"76442070,54",122
2013,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,49709520096,123
2013,2,830140108,TELMEX TELECOMUNICACIONES S.A. ESP,104377269780,124
2013,2,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,513599435,125
2013,2,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,151577770,126
2013,2,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,13755194768,127
2013,2,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,24083986817,128
2013,2,890905065,EDATEL S.A.,"9938412936,2",129
2013,2,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,"637786866,3",130
2013,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,159874570507,131
2013,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,144931226343,132
2013,2,900245890,GRUPO TELINTEL S. A. EMPRESA DE SERVICIOS PÚBLICOS - GRUPO TELINTEL S. A.  E. S. P.,"1183534,12",133
2013,2,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,393942356,134
2013,3,800135729,ERT SA ESP,"960900392,1",135
2013,3,800204278,METROPOLITANA DE TELECOMUNICACIONES S.A. E.S.P. (SE FUSIONA CON METROTEL S.A.),12156462008,136
2013,3,800208518,EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P. - TELEJAMUNDI S.A. E.S.P.,"86632739,53",137
2013,3,800224288,UNITEL S.A ESP,966593710,138
2013,3,805030753,IPSOFACTUM S.A.S.,1806561,139
2013,3,808000875,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A.  E.S.P.,"470229716,2",140
2013,3,815000070,TELEPALMIRA S.A. ESP,"1502609717,4",141
2013,3,815000973,BUGATEL S.A. ESP,"479158999,4",142
2013,3,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,10146209810,143
2013,3,817001193,CAUCATEL S.A E. S. P,"272143658,76",144
2013,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,50698057630,145
2013,3,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,"34168093,96",146
2013,3,830140108,TELMEX TELECOMUNICACIONES S.A. ESP,106247464678,147
2013,3,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,"498752620,7",148
2013,3,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,134361791,149
2013,3,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,14037851185,150
2013,3,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,23415626211,151
2013,3,890905065,EDATEL S.A.,"9857068658,5",152
2013,3,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,"622101223,5",153
2013,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,158284900042,154
2013,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,146441772206,155
2013,3,900245890,GRUPO TELINTEL S. A. EMPRESA DE SERVICIOS PÚBLICOS - GRUPO TELINTEL S. A.  E. S. P.,"71919895,28",156
2013,3,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,364705864,157
2013,4,800135729,ERT SA ESP,902280424,158
2013,4,800204278,METROPOLITANA DE TELECOMUNICACIONES S.A. E.S.P. (SE FUSIONA CON METROTEL S.A.),7929854956,159
2013,4,800208518,EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P. - TELEJAMUNDI S.A. E.S.P.,"71188613,88",160
2013,4,800224288,UNITEL S.A ESP,"820134667,4",161
2013,4,800229393,METROTEL S.A,4233057783,162
2013,4,808000875,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A.  E.S.P.,"455023895,6",163
2013,4,815000070,TELEPALMIRA S.A. ESP,"1409905781,4",164
2013,4,815000973,BUGATEL S.A. ESP,"452319897,9",165
2013,4,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,10146209810,166
2013,4,817001193,CAUCATEL S.A E. S. P,"257133148,55",167
2013,4,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"76487515,58",168
2013,4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,51225077298,169
2013,4,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,36328444,170
2013,4,830140108,TELMEX TELECOMUNICACIONES S.A. ESP,106129319736,171
2013,4,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,"478851882,5",172
2013,4,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,146585698,173
2013,4,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,13505300462,174
2013,4,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"22520965027,17",175
2013,4,890905065,EDATEL S.A.,"9315959708,5",176
2013,4,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,"602934495,7",177
2013,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,160772252083,178
2013,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,146400159411,179
2013,4,900245890,GRUPO TELINTEL S. A. EMPRESA DE SERVICIOS PÚBLICOS - GRUPO TELINTEL S. A.  E. S. P.,"59483707,32",180
2013,4,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,400666374,181
2014,1,800135729,ERT SA ESP,915259219,182
2014,1,800208518,EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P. - TELEJAMUNDI S.A. E.S.P.,"80141033,05",183
2014,1,800224288,UNITEL S.A ESP,"864772996,6",184
2014,1,800229393,METROTEL S.A,11806566569,185
2014,1,805030753,IPSOFACTUM S.A.S.,2031011,186
2014,1,808000875,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A.  E.S.P.,"447121508,7",187
2014,1,815000973,BUGATEL S.A. ESP,"456862415,6",188
2014,1,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,10527842486,189
2014,1,817001193,CAUCATEL S.A E. S. P,"253445186,92",190
2014,1,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"82393267,53",191
2014,1,830062000,GILAT COLOMBIA S. A. - E. S. P.,288118569,192
2014,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,51418912530,193
2014,1,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,29363566,194
2014,1,830140108,TELMEX TELECOMUNICACIONES S.A. ESP,107228689678,195
2014,1,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,"470513041,6",196
2014,1,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,149144186,197
2014,1,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,14331085521,198
2014,1,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,21468851850,199
2014,1,890905065,EDATEL S.A.,9081627543,200
2014,1,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,"602596705,3",201
2014,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,151270965425,202
2014,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,148376704120,203
2014,1,900245890,GRUPO TELINTEL S. A. EMPRESA DE SERVICIOS PÚBLICOS - GRUPO TELINTEL S. A.  E. S. P.,"75219786,42",204
2014,1,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,363910497,205
2014,2,800135729,ERT SA ESP,770702788,206
2014,2,800208518,EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P. - TELEJAMUNDI S.A. E.S.P.,67065507,207
2014,2,800224288,UNITEL S.A ESP,779187373,208
2014,2,805030753,IPSOFACTUM S.A.S.,1717505,209
2014,2,808000875,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A.  E.S.P.,437300358,210
2014,2,815000070,TELEPALMIRA S.A. ESP,1308617368,211
2014,2,815000973,BUGATEL S.A. ESP,437804035,212
2014,2,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,10444817347,213
2014,2,817001193,CAUCATEL S.A E. S. P,242793031,214
2014,2,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"129335043,98",215
2014,2,830062000,GILAT COLOMBIA S. A. - E. S. P.,303079534,216
2014,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,54575590200,217
2014,2,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,20746503,218
2014,2,830140108,TELMEX TELECOMUNICACIONES S.A. ESP,108855516039,219
2014,2,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,459436767,220
2014,2,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,153505468,221
2014,2,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,13721050950,222
2014,2,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"20422747796,04",223
2014,2,890905065,EDATEL S.A.,"8782399782,3",224
2014,2,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,"632119799,6",225
2014,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,144593789051,226
2014,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,146008742421,227
2014,2,900245890,GRUPO TELINTEL S. A. EMPRESA DE SERVICIOS PÚBLICOS - GRUPO TELINTEL S. A.  E. S. P.,77340129,228
2014,2,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,354436265,229
2014,3,800135729,ERT SA ESP,536887195,230
2014,3,800208518,EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P. - TELEJAMUNDI S.A. E.S.P.,68949150,231
2014,3,800224288,UNITEL S.A ESP,722334935,232
2014,3,800229393,METROTEL S.A,10849571828,233
2014,3,805030753,IPSOFACTUM S.A.S.,1622100,234
2014,3,808000875,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A.  E.S.P.,424077930,235
2014,3,815000070,TELEPALMIRA S.A. ESP,1244637908,236
2014,3,815000973,BUGATEL S.A. ESP,422675897,237
2014,3,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,10110084209,238
2014,3,817001193,CAUCATEL S.A E. S. P,236635513,239
2014,3,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"127745551,6",240
2014,3,830053800,TELMEX COLOMBIA S.A.,107048354310,241
2014,3,830062000,GILAT COLOMBIA S. A. - E. S. P.,249771382,242
2014,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52478072910,243
2014,3,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,23129146,244
2014,3,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,445965408,245
2014,3,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,148592695,246
2014,3,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,13291619732,247
2014,3,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"19303548836,42",248
2014,3,890905065,EDATEL S.A.,9157501620,249
2014,3,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,"574242782,3",250
2014,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,134611060621,251
2014,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,142447026966,252
2014,3,900245890,GRUPO TELINTEL S. A. EMPRESA DE SERVICIOS PÚBLICOS - GRUPO TELINTEL S. A.  E. S. P.,93761548,253
2014,3,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,"339689182,3",254
2014,4,800135729,ERT SA ESP,823581174,255
2014,4,800208518,EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P. - TELEJAMUNDI S.A. E.S.P.,62791986,256
2014,4,800224288,UNITEL S.A ESP,632162033,257
2014,4,800229393,METROTEL S.A,11707788770,258
2014,4,805030753,IPSOFACTUM S.A.S.,1386000,259
2014,4,808000875,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A.  E.S.P.,412779417,260
2014,4,815000070,TELEPALMIRA S.A. ESP,1293418963,261
2014,4,815000973,BUGATEL S.A. ESP,389373236,262
2014,4,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,9752570340,263
2014,4,817001193,CAUCATEL S.A E. S. P,225441497,264
2014,4,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"90970890,17",265
2014,4,830053800,TELMEX COLOMBIA S.A.,111035258094,266
2014,4,830062000,GILAT COLOMBIA S. A. - E. S. P.,387119389,267
2014,4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,48980405689,268
2014,4,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,20186170,269
2014,4,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,425889905,270
2014,4,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,125367163,271
2014,4,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,13350621622,272
2014,4,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"19005918284,5",273
2014,4,890905065,EDATEL S.A.,9558527487,274
2014,4,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,563810898,275
2014,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,137223049254,276
2014,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,141814660010,277
2014,4,900245890,GRUPO TELINTEL S. A. EMPRESA DE SERVICIOS PÚBLICOS - GRUPO TELINTEL S. A.  E. S. P.,97481235,278
2014,4,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,"320867691,3",279
2015,1,800135729,ERT SA ESP,802259737,280
2015,1,800208518,EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P. - TELEJAMUNDI S.A. E.S.P.,61548274,281
2015,1,800224288,UNITEL S.A ESP,860484341,282
2015,1,800229393,METROTEL S.A,11362680319,283
2015,1,805030753,IPSOFACTUM S.A.S.,1280083,284
2015,1,808000875,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A.  E.S.P.,493675268,285
2015,1,815000070,TELEPALMIRA S.A. ESP,1433555313,286
2015,1,815000973,BUGATEL S.A. ESP,487031412,287
2015,1,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,10340080095,288
2015,1,817001193,CAUCATEL S.A E. S. P,267227859,289
2015,1,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"77564934,62",290
2015,1,830053800,TELMEX COLOMBIA S.A.,114552217817,291
2015,1,830062000,GILAT COLOMBIA S. A. - E. S. P.,161816760,292
2015,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,45435557757,293
