anno,trimestre,id_empresa,empresa,id_servicio,servicio,id_concepto,concepto,ingresos,entry_id
2012,1,830105909,SPRINT INTERNATIONAL COLOMBIA LTDA.,101,Acceso fijo a Internet,NA,NA,360267729,46
2012,1,830036103,SUPERCABLE TELECOMUNICACIONES S.A.,101,Acceso fijo a Internet,NA,NA,926107914,47
2012,1,900232917,"TECNOLOGIA, INFORMACION Y COMUNICACIONES LIMITADA",101,Acceso fijo a Internet,NA,NA,9043573,48
2012,1,830140108,TELMEX TELECOMUNICACIONES S.A. ESP,101,Acceso fijo a Internet,NA,NA,129047296197,49
2012,1,900379268,TICLINE S.A.S.,101,Acceso fijo a Internet,NA,NA,0,50
2012,1,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,101,Acceso fijo a Internet,NA,NA,127965217079,51
2012,1,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,97146565,52
2012,1,800224288,"UNITEL S.A. EMPRESA DE SERVICIOS PUBLICOS, UNITEL.S.A. E.S.P.",101,Acceso fijo a Internet,NA,NA,1061649776,53
2012,1,800144976,VERIZON COLOMBIA S.A.,101,Acceso fijo a Internet,NA,NA,143277536,54
2012,1,900177156,WI-SAT COMUNICACIONES LTDA,101,Acceso fijo a Internet,NA,NA,28260876,55
2012,2,900022836,@NY PHONE S A ESP,101,Acceso fijo a Internet,NA,NA,48527493,56
2012,2,830016046,AVANTEL S.A.S,101,Acceso fijo a Internet,NA,NA,176059453,57
2012,2,830119051,AXESAT S.A.,101,Acceso fijo a Internet,NA,NA,845306748,58
2012,2,900047715,CABLE & TV YOPAL SAS,101,Acceso fijo a Internet,NA,NA,72909000,59
2012,2,811009414,CABLE BELLO TELEVISIÓN LTDA.,101,Acceso fijo a Internet,NA,NA,509132502,60
2012,2,805009542,CABLE VISION E.U.,101,Acceso fijo a Internet,NA,NA,176770308,61
2012,2,900209693,CALDAS DATA COMPANY LTDA,101,Acceso fijo a Internet,NA,NA,38415000,62
2012,2,817001193,CAUCATEL S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,1104331,63
2012,2,816008859,COCOM S.A.S,101,Acceso fijo a Internet,NA,NA,36193333,64
2012,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. ESP,101,Acceso fijo a Internet,NA,NA,191051009534,65
2012,2,900053251,CONSULNETWORKS S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,705701000,66
2012,2,900306608,CONSULTORES EN TECNOLOGIAS DE INFORMACION SAS,101,Acceso fijo a Internet,NA,NA,167394000,67
2012,2,811003209,CORPORACION INTERUNIVERSITARIA DE SERVICIOS CIS,101,Acceso fijo a Internet,NA,NA,553953888,68
2012,2,830115993,CORPORACION POLITECNICA NACIONAL DE COLOMBIA,101,Acceso fijo a Internet,NA,NA,646586750,69
2012,2,830014146,DCS DIGITAL COMMUNICATION SYSTEMS LTDA.,101,Acceso fijo a Internet,NA,NA,44578000,70
2012,2,819003851,DIALNET DE COLOMBIA S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,589023821,71
2012,2,890905065,EDATEL S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,19184637266,72
2012,2,844004576,EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,263307000,73
2012,2,800135729,EMPRESA DE RECURSOS TECNOLOGICOS S.A E.S.P.,101,Acceso fijo a Internet,NA,NA,1742485450,74
2012,2,807008068,EMPRESA DE SERVICIOS INALAMBRICOS Y TELECOMUNICACIONES - EMSITEL LTDA.,101,Acceso fijo a Internet,NA,NA,102215028,75
2012,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,101,Acceso fijo a Internet,NA,NA,86454131272,76
2012,2,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P. TELEBUCARAMANGA,101,Acceso fijo a Internet,NA,NA,"7,771e+09",77
2012,2,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,371226000,78
2012,2,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,101,Acceso fijo a Internet,NA,NA,7423926778,79
2012,2,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,101,Acceso fijo a Internet,NA,NA,997262155,80
2012,2,890399003,EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,101,Acceso fijo a Internet,NA,NA,11161353716,81
2012,2,830502580,FUTURE SOLUTIONS DEVELOPMENT SAS,101,Acceso fijo a Internet,NA,NA,65070324,82
2012,2,830062000,GILAT COLOMBIA S.A. ESP,101,Acceso fijo a Internet,NA,NA,576023086,83
2012,2,830104796,GILAT NETWORKS COLOMBIA S.A. ESP,101,Acceso fijo a Internet,NA,NA,0,84
2012,2,830105806,GILAT SATELLITE NETWORKS COLOMBIA S.A. ESP,101,Acceso fijo a Internet,NA,NA,0,85
2012,2,802008950,GLOBAL T.V. TELECOMUNICACIONES S.A.,101,Acceso fijo a Internet,NA,NA,1043083509,86
2012,2,800132211,HV TELEVISION SAS,101,Acceso fijo a Internet,NA,NA,267075000,87
2012,2,830058677,IFX NETWORKS COLOMBIA LTDA,101,Acceso fijo a Internet,NA,NA,6143146727,88
2012,2,819001195,INTERCOM COLOMBIA LTDA,101,Acceso fijo a Internet,NA,NA,122323714,89
2012,2,811021654,INTERNEXA S.A E.S.P.,101,Acceso fijo a Internet,NA,NA,6723699436,90
2012,2,900447344,JJMMELECTRONICS S.A.S.,101,Acceso fijo a Internet,NA,NA,5751499,91
2012,2,800136835,LEVEL 3 COLOMBIA S.A.,101,Acceso fijo a Internet,NA,NA,625606200,92
2012,2,830030718,MERCANET,101,Acceso fijo a Internet,NA,NA,1177922767,93
2012,2,800229393,METROTEL REDES S.A,101,Acceso fijo a Internet,NA,NA,8320297446,94
2012,2,830064425,RED UNO S.A.,101,Acceso fijo a Internet,NA,NA,1620000,95
2012,2,830120215,S3 WIRELESS COLOMBIA S.A.,101,Acceso fijo a Internet,NA,NA,1336802006,96
2012,2,804003326,SISTEMAS Y TELECOMUNICACIONES DEL ORIENTE SAS,101,Acceso fijo a Internet,NA,NA,40928608,97
2012,2,900373099,SOL CABLE VISIÓN SAS E.S.P.,101,Acceso fijo a Internet,NA,NA,493253179,98
2012,2,830129954,SOLUCIONES NET LTDA,101,Acceso fijo a Internet,NA,NA,82068861,99
2012,2,830105909,SPRINT INTERNATIONAL COLOMBIA LTDA.,101,Acceso fijo a Internet,NA,NA,402594180,100
2012,2,830036103,SUPERCABLE TELECOMUNICACIONES S.A.,101,Acceso fijo a Internet,NA,NA,1101338056,101
2012,2,900232917,"TECNOLOGIA, INFORMACION Y COMUNICACIONES LIMITADA",101,Acceso fijo a Internet,NA,NA,12345658,102
2012,2,830053800,TELMEX COLOMBIA S.A.,101,Acceso fijo a Internet,NA,NA,136767909963,103
2012,2,900379268,TICLINE S.A.S.,101,Acceso fijo a Internet,NA,NA,0,104
2012,2,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,101,Acceso fijo a Internet,NA,NA,125284436005,105
2012,2,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,117069796,106
2012,2,800224288,"UNITEL S.A. EMPRESA DE SERVICIOS PUBLICOS, UNITEL.S.A. E.S.P.",101,Acceso fijo a Internet,NA,NA,991251606,107
2012,2,800144976,VERIZON COLOMBIA S.A.,101,Acceso fijo a Internet,NA,NA,134085585,108
2012,2,900177156,WI-SAT COMUNICACIONES LTDA,101,Acceso fijo a Internet,NA,NA,30369126,109
2012,3,900022836,@NY PHONE S A ESP,101,Acceso fijo a Internet,NA,NA,38774666,110
2012,3,830016046,AVANTEL S.A.S,101,Acceso fijo a Internet,NA,NA,157134003,111
2012,3,830119051,AXESAT S.A.,101,Acceso fijo a Internet,NA,NA,856992558,112
2012,3,900258177,BRASIL TELECOM DE COLOMBIA EMPRESA UNIPERSONAL,101,Acceso fijo a Internet,NA,NA,374113880,113
2012,3,900047715,CABLE & TV YOPAL SAS,101,Acceso fijo a Internet,NA,NA,88444000,114
2012,3,811009414,CABLE BELLO TELEVISIÓN LTDA.,101,Acceso fijo a Internet,NA,NA,543350076,115
2012,3,805009542,CABLE VISION E.U.,101,Acceso fijo a Internet,NA,NA,144231165,116
2012,3,900209693,CALDAS DATA COMPANY LTDA,101,Acceso fijo a Internet,NA,NA,41495000,117
2012,3,817001193,CAUCATEL S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,1000774,118
2012,3,816008859,COCOM S.A.S,101,Acceso fijo a Internet,NA,NA,37376345,119
2012,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. ESP,101,Acceso fijo a Internet,NA,NA,281763382704,120
2012,3,900053251,CONSULNETWORKS S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,659552000,121
2012,3,900306608,CONSULTORES EN TECNOLOGIAS DE INFORMACION SAS,101,Acceso fijo a Internet,NA,NA,199933000,122
2012,3,811003209,CORPORACION INTERUNIVERSITARIA DE SERVICIOS CIS,101,Acceso fijo a Internet,NA,NA,566843826,123
2012,3,830115993,CORPORACION POLITECNICA NACIONAL DE COLOMBIA,101,Acceso fijo a Internet,NA,NA,576285718,124
2012,3,830014146,DCS DIGITAL COMMUNICATION SYSTEMS LTDA.,101,Acceso fijo a Internet,NA,NA,116934000,125
2012,3,819003851,DIALNET DE COLOMBIA S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,622433067,126
2012,3,890905065,EDATEL S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,21537439276,127
2012,3,844004576,EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,303254000,128
2012,3,800135729,EMPRESA DE RECURSOS TECNOLOGICOS S.A E.S.P.,101,Acceso fijo a Internet,NA,NA,1891810772,129
2012,3,807008068,EMPRESA DE SERVICIOS INALAMBRICOS Y TELECOMUNICACIONES - EMSITEL LTDA.,101,Acceso fijo a Internet,NA,NA,147918564,130
2012,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,101,Acceso fijo a Internet,NA,NA,84808641672,131
2012,3,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P. TELEBUCARAMANGA,101,Acceso fijo a Internet,NA,NA,7770778894,132
2012,3,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,403629000,133
2012,3,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,101,Acceso fijo a Internet,NA,NA,7651893851,134
2012,3,890399003,EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,101,Acceso fijo a Internet,NA,NA,11330547053,135
2012,3,830502580,FUTURE SOLUTIONS DEVELOPMENT SAS,101,Acceso fijo a Internet,NA,NA,65237979,136
2012,3,830062000,GILAT COLOMBIA S.A. ESP,101,Acceso fijo a Internet,NA,NA,329541036,137
2012,3,830104796,GILAT NETWORKS COLOMBIA S.A. ESP,101,Acceso fijo a Internet,NA,NA,0,138
2012,3,830105806,GILAT SATELLITE NETWORKS COLOMBIA S.A. ESP,101,Acceso fijo a Internet,NA,NA,0,139
2012,3,802008950,GLOBAL T.V. TELECOMUNICACIONES S.A.,101,Acceso fijo a Internet,NA,NA,983441844,140
2012,3,900233497,GLOBAL TARGET S.A.,101,Acceso fijo a Internet,NA,NA,24235023,141
2012,3,800132211,HV TELEVISION SAS,101,Acceso fijo a Internet,NA,NA,308938000,142
2012,3,830058677,IFX NETWORKS COLOMBIA LTDA,101,Acceso fijo a Internet,NA,NA,6371059791,143
2012,3,811046822,INTELLIGENT TECHNOLOGY SOLUTIONS S.A.,101,Acceso fijo a Internet,NA,NA,1551724,144
2012,3,819001195,INTERCOM COLOMBIA LTDA,101,Acceso fijo a Internet,NA,NA,131408000,145
2012,3,811021654,INTERNEXA S.A E.S.P.,101,Acceso fijo a Internet,NA,NA,7378653761,146
2012,3,900447344,JJMMELECTRONICS S.A.S.,101,Acceso fijo a Internet,NA,NA,5999301,147
2012,3,800136835,LEVEL 3 COLOMBIA S.A.,101,Acceso fijo a Internet,NA,NA,553464360,148
2012,3,819006966,MEDIA COMMERCE PARTNERS S.A,101,Acceso fijo a Internet,NA,NA,4754629530,149
2012,3,830030718,MERCANET,101,Acceso fijo a Internet,NA,NA,1494684816,150
2012,3,800229393,METROTEL REDES S.A,101,Acceso fijo a Internet,NA,NA,8793098528,151
2012,3,830064425,RED UNO S.A.,101,Acceso fijo a Internet,NA,NA,2430000,152
2012,3,830120215,S3 WIRELESS COLOMBIA S.A.,101,Acceso fijo a Internet,NA,NA,646144088,153
2012,3,804003326,SISTEMAS Y TELECOMUNICACIONES DEL ORIENTE SAS,101,Acceso fijo a Internet,NA,NA,43640275,154
2012,3,900373099,SOL CABLE VISIÓN SAS E.S.P.,101,Acceso fijo a Internet,NA,NA,667098981,155
2012,3,830129954,SOLUCIONES NET LTDA,101,Acceso fijo a Internet,NA,NA,88054746,156
2012,3,830105909,SPRINT INTERNATIONAL COLOMBIA LTDA.,101,Acceso fijo a Internet,NA,NA,707380563,157
2012,3,830036103,SUPERCABLE TELECOMUNICACIONES S.A.,101,Acceso fijo a Internet,NA,NA,1042361752,158
2012,3,900232917,"TECNOLOGIA, INFORMACION Y COMUNICACIONES LIMITADA",101,Acceso fijo a Internet,NA,NA,14142424,159
2012,3,830053800,TELMEX COLOMBIA S.A.,101,Acceso fijo a Internet,NA,NA,143121675997,160
2012,3,900379268,TICLINE S.A.S.,101,Acceso fijo a Internet,NA,NA,40825748,161
2012,3,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,101,Acceso fijo a Internet,NA,NA,133066725728,162
2012,3,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,65322653,163
2012,3,800224288,"UNITEL S.A. EMPRESA DE SERVICIOS PUBLICOS, UNITEL.S.A. E.S.P.",101,Acceso fijo a Internet,NA,NA,932605433,164
2012,3,900177156,WI-SAT COMUNICACIONES LTDA,101,Acceso fijo a Internet,NA,NA,35454768,165
2012,4,900022836,@NY PHONE S A ESP,101,Acceso fijo a Internet,NA,NA,37978791,166
2012,4,830016046,AVANTEL S.A.S,101,Acceso fijo a Internet,NA,NA,159623435,167
2012,4,900548102,AZTECA COMUNICACIONES COLOMBIA S A S,101,Acceso fijo a Internet,NA,NA,2960829,168
2012,4,900258177,BRASIL TELECOM DE COLOMBIA EMPRESA UNIPERSONAL,101,Acceso fijo a Internet,NA,NA,300629838,169
2012,4,900047715,CABLE & TV YOPAL SAS,101,Acceso fijo a Internet,NA,NA,219691000,170
2012,4,811009414,CABLE BELLO TELEVISIÓN LTDA.,101,Acceso fijo a Internet,NA,NA,588575036,171
2012,4,900209693,CALDAS DATA COMPANY LTDA,101,Acceso fijo a Internet,NA,NA,47309000,172
2012,4,816008859,COCOM S.A.S,101,Acceso fijo a Internet,NA,NA,52759955,173
2012,4,830122566,COLOMBIA TELECOMUNICACIONES S.A. ESP,101,Acceso fijo a Internet,NA,NA,374366955774,174
2012,4,900053251,CONSULNETWORKS S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,699552000,175
2012,4,900306608,CONSULTORES EN TECNOLOGIAS DE INFORMACION SAS,101,Acceso fijo a Internet,NA,NA,189765000,176
2012,4,811003209,CORPORACION INTERUNIVERSITARIA DE SERVICIOS CIS,101,Acceso fijo a Internet,NA,NA,403093212,177
2012,4,830115993,CORPORACION POLITECNICA NACIONAL DE COLOMBIA,101,Acceso fijo a Internet,NA,NA,0,178
2012,4,830014146,DCS DIGITAL COMMUNICATION SYSTEMS LTDA.,101,Acceso fijo a Internet,NA,NA,114813013,179
2012,4,900363774,DEL CARIBE TELECOMUNICACIONES DELCATEL S.A.S,101,Acceso fijo a Internet,NA,NA,14772608,180
2012,4,819003851,DIALNET DE COLOMBIA S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,682429451,181
2012,4,830027574,DIVEO DE COLOMBIA S.A.S.,101,Acceso fijo a Internet,NA,NA,1972859597,182
2012,4,890905065,EDATEL S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,23106465707,183
2012,4,844004576,EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,311204000,184
2012,4,800135729,EMPRESA DE RECURSOS TECNOLOGICOS S.A E.S.P.,101,Acceso fijo a Internet,NA,NA,1714303798,185
2012,4,807008068,EMPRESA DE SERVICIOS INALAMBRICOS Y TELECOMUNICACIONES - EMSITEL LTDA.,101,Acceso fijo a Internet,NA,NA,196692971,186
2012,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,101,Acceso fijo a Internet,NA,NA,88220003030,187
2012,4,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P. TELEBUCARAMANGA,101,Acceso fijo a Internet,NA,NA,7760341067,188
2012,4,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,340790000,189
2012,4,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,101,Acceso fijo a Internet,NA,NA,7962778670,190
2012,4,890399003,EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,101,Acceso fijo a Internet,NA,NA,11519568011,191
2012,4,830502580,FUTURE SOLUTIONS DEVELOPMENT SAS,101,Acceso fijo a Internet,NA,NA,74618427,192
2012,4,802008950,GLOBAL T.V. TELECOMUNICACIONES S.A.,101,Acceso fijo a Internet,NA,NA,932992740,193
2012,4,900233497,GLOBAL TARGET S.A.,101,Acceso fijo a Internet,NA,NA,24170292,194
2012,4,800132211,HV TELEVISION SAS,101,Acceso fijo a Internet,NA,NA,342661175,195
2012,4,830058677,IFX NETWORKS COLOMBIA LTDA,101,Acceso fijo a Internet,NA,NA,7136430636,196
2012,4,811046822,INTELLIGENT TECHNOLOGY SOLUTIONS S.A.,101,Acceso fijo a Internet,NA,NA,24250000,197
2012,4,819001195,INTERCOM COLOMBIA LTDA,101,Acceso fijo a Internet,NA,NA,129820000,198
2012,4,811021654,INTERNEXA S.A E.S.P.,101,Acceso fijo a Internet,NA,NA,8323976281,199
2012,4,900447344,JJMMELECTRONICS S.A.S.,101,Acceso fijo a Internet,NA,NA,13427218,200
2012,4,800136835,LEVEL 3 COLOMBIA S.A.,101,Acceso fijo a Internet,NA,NA,649446660,201
2012,4,819006966,MEDIA COMMERCE PARTNERS S.A,101,Acceso fijo a Internet,NA,NA,7168970731,202
2012,4,830030718,MERCANET,101,Acceso fijo a Internet,NA,NA,1521531405,203
2012,4,800204278,METROPOLITANA DE TELECOMUNICACIONES S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,1104734998,204
2012,4,800229393,METROTEL REDES S.A,101,Acceso fijo a Internet,NA,NA,8324372891,205
2012,4,830064425,RED UNO S.A.,101,Acceso fijo a Internet,NA,NA,2430000,206
2012,4,830120215,S3 WIRELESS COLOMBIA S.A.,101,Acceso fijo a Internet,NA,NA,717333860,207
2012,4,804003326,SISTEMAS Y TELECOMUNICACIONES DEL ORIENTE SAS,101,Acceso fijo a Internet,NA,NA,47487301,208
2012,4,900373099,SOL CABLE VISIÓN SAS E.S.P.,101,Acceso fijo a Internet,NA,NA,715836307,209
2012,4,830129954,SOLUCIONES NET LTDA,101,Acceso fijo a Internet,NA,NA,0,210
2012,4,830105909,SPRINT INTERNATIONAL COLOMBIA LTDA.,101,Acceso fijo a Internet,NA,NA,1088243412,211
2012,4,830036103,SUPERCABLE TELECOMUNICACIONES S.A.,101,Acceso fijo a Internet,NA,NA,1036699995,212
2012,4,900232917,"TECNOLOGIA, INFORMACION Y COMUNICACIONES LIMITADA",101,Acceso fijo a Internet,NA,NA,11474562,213
2012,4,830053800,TELMEX COLOMBIA S.A.,101,Acceso fijo a Internet,NA,NA,148870840282,214
2012,4,900379268,TICLINE S.A.S.,101,Acceso fijo a Internet,NA,NA,38131845,215
2012,4,900474762,TV AZTECA SUCURSAL COLOMBIA,101,Acceso fijo a Internet,NA,NA,0,216
2012,4,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,101,Acceso fijo a Internet,NA,NA,139609763905,217
2012,4,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,88100102,218
2012,4,800144976,VERIZON COLOMBIA S.A.,101,Acceso fijo a Internet,NA,NA,38804261,219
2012,4,900177156,WI-SAT COMUNICACIONES LTDA,101,Acceso fijo a Internet,NA,NA,34331096,220
2013,1,900022836,@NY PHONE S A ESP,101,Acceso fijo a Internet,NA,NA,42456417,221
2013,1,800222177,A Y A RADIOCOMUNICACIONES S.A.S.,101,Acceso fijo a Internet,NA,NA,37902648,222
2013,1,804008044,ANS COMUNICACIONES LTDA,101,Acceso fijo a Internet,NA,NA,11075000,223
2013,1,830016046,AVANTEL S.A.S,101,Acceso fijo a Internet,NA,NA,174446173,224
2013,1,830119051,AXESAT S.A.,101,Acceso fijo a Internet,NA,NA,904365330,225
2013,1,900548102,AZTECA COMUNICACIONES COLOMBIA S A S,101,Acceso fijo a Internet,NA,NA,24734752,226
2013,1,900258177,BRASIL TELECOM DE COLOMBIA EMPRESA UNIPERSONAL,101,Acceso fijo a Internet,NA,NA,712256611,227
2013,1,900047715,CABLE & TV YOPAL SAS,101,Acceso fijo a Internet,NA,NA,142314000,228
2013,1,811009414,CABLE BELLO TELEVISIÓN LTDA.,101,Acceso fijo a Internet,NA,NA,611549181,229
